Species,Owner,Country,Company,Altitude,Region,Producer,Partner,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,carcafe ltda ci,Colombia,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN,AlmacafÃ©,7.58,7.67,7.67,7.17,7.75,7.83,m,442,442,442
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,1000 m,natou county,LIN YEN CHIEN ???,Specialty Coffee Association,7.67,7.5,7.5,7.5,7.67,7.83,m,1000,1000,1000
Arabica,german negron,United States of America,"hacienda alto grande, llc.",2800 ft,yauco region,Hacienda Alto Grande,Specialty Coffee Association,7.67,7.5,7.67,7.83,7.75,7.83,ft,853.44,853.44,853.44
Arabica,juan luis alvarado romero,Guatemala,"nuevos mercados, s.a.",4500,"la reforma, san marcos","NUEVOS MERCADOS, S.A.",Asociacion Nacional Del CafÃ©,7.5,7.67,7.5,7.67,7.5,7.83,ft,1371.6,1371.6,1371.6
Arabica,kona pacific farmers cooperative,United States of America,,,nan,,Specialty Coffee Association,7.83,7.83,7.67,7.83,7.92,7.83,ft,NA,NA,NA
Arabica,Consejo Salvadoreño Del Café,El Salvador,soc. coop. cuzcachapa de r.l.,1350,apaneca,"Balcanes Coffee Estates, S.A. de C.V.",Salvadoran Coffee Council,7.5,7.5,7.75,7.58,7.92,7.83,m,1350,1350,1350
Arabica,kona pacific farmers cooperative,United States of America,cqi,,kona,,Specialty Coffee Association,7.5,7.5,7.5,7.42,7.67,7.83,ft,NA,NA,NA
Arabica,racafe & cia s.c.a,Colombia,,1050 - 1850 msnm,cauca,,AlmacafÃ©,7.5,7.75,7.33,7.75,7.08,7.83,m,1050,1850,1450
Arabica,doi tung development project,Thailand,mae fah luang foundation,,thailand,Doi Tung Development Project,Specialty Coffee Association,7.83,7.33,7.83,7.33,7.58,7.83,m,NA,NA,NA
Arabica,racafe & cia s.c.a,Colombia,,,nan,,AlmacafÃ©,7.5,7.42,7.33,7.33,7.67,7.83,m,NA,NA,NA
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,varios,AlmacafÃ©,7.75,7.25,7.33,7.42,7.5,7.83,m,1750,1750,1750
Arabica,juan luis alvarado romero,Guatemala,"waelti schoenfeld exportadores de cafe, s.a.",,oriente,VARIOUS,Asociacion Nacional Del CafÃ©,7.67,7.33,7.33,7.33,7.5,7.83,m,NA,NA,NA
Arabica,exportadora de cafe condor s.a,Colombia,,1750 m.s.n.m,huila,,AlmacafÃ©,7.58,7.25,7.42,7.25,7.58,7.83,m,1750,1750,1750
Arabica,kona pacific farmers cooperative,United States of America,cqi,,kona,,Specialty Coffee Association,7.33,7.5,7.33,7.58,7.08,7.83,ft,NA,NA,NA
Arabica,beneficio santa rosa,Honduras,beneficio santa rosa s.a.,1400 m.s.n.m.,occidental,BSR,Instituto HondureÃ±o del CafÃ©,7.33,7.33,7.33,7.5,7.5,7.83,m,1400,1400,1400
Arabica,aulia arif syahri,Indonesia,pt. olam indonesia,1250,bali,MUDAR,Specialty Coffee Association,7.75,7.83,7.58,7.75,7.92,7.83,m,1250,1250,1250
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.83,7.83,7.83,8,7.83,7.83,ft,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,LUIS RODRIGUEZ,Asociacion Nacional Del CafÃ©,7.83,7.67,7.33,7.33,7.67,7.83,ft,1310.64,1310.64,1310.64
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,,la plata,,AlmacafÃ©,7.75,7.75,7.75,7.67,5.25,7.83,m,NA,NA,NA
Arabica,kona pacific farmers cooperative,United States of America,cqi,,kona,,Specialty Coffee Association,7.42,7.33,7.33,7.33,7.17,7.83,ft,NA,NA,NA
Arabica,jacques pereira carneiro,Brazil,exportadora de cafÃ©s carmo de minas ltda,1200,sul de minas,MARIA ROGERIA COSTA PEREIRA,Specialty Coffee Association,7.58,7.5,7.5,7.67,7.67,7.83,m,1200,1200,1200
Arabica,kona pacific farmers cooperative,United States of America,,,kona,,Specialty Coffee Association,7.33,7.33,7.33,7.5,7.5,7.83,ft,NA,NA,NA
Arabica,kona pacific farmers cooperative,United States of America,,,nan,,Specialty Coffee Association,7.42,7.58,7.5,7.92,7.83,7.83,ft,NA,NA,NA
Arabica,"lin, che-hao krude",Taiwan,"red on tree co., ltd.",800-1200,"taiwu township , pingtung county ??????",Wei-Chieh ( Jack ) Hua,Specialty Coffee Association,7.75,7.33,7.17,7.33,7.67,7.83,m,800,1200,1000
Arabica,brent hall,Costa Rica,s&d coffee and tea,,san rafael,,Specialty Coffee Association,7.17,7.42,7.5,8,7.25,7.83,m,NA,NA,NA
Arabica,andrew bowman,Peru,"tony's coffee and teas, inc.",900-1500 masl,san ignacio,Sol y Cafe,Specialty Coffee Association,7.42,7.75,7.42,7.67,7.92,7.83,m,900,1500,1200
Arabica,kabum trading company,Uganda,kabum trading company,1950,kapchorwa eastern,Kabum trading company,Uganda Coffee Development Authority,8.42,8.17,8.17,8.17,7.83,7.92,m,1950,1950,1950
Arabica,daniel magu,Kenya,c dorman ltd,1800,muranga,Kangunu,Kenya Coffee Traders Association,8.08,8,8,8.25,7.92,7.92,m,1800,1800,1800
Arabica,itdp international,Thailand,lanna cafe,1300,chiang rai,ITDP,Specialty Coffee Association,7.83,8.33,7.83,8.25,7.58,7.92,m,1300,1300,1300
Arabica,great lakes coffee uganda,Uganda,ucda,,eastern uganda,Kaasay Farmer Group,Uganda Coffee Development Authority,8.08,8.08,7.83,7.92,8.08,7.92,m,NA,NA,NA
Arabica,lusso lab,Kenya,lusso coffee lab,1520m-2200m,kiambu,,Specialty Coffee Association,7.92,8.17,7.83,8.5,7.5,7.92,m,1520,2200,1860
Arabica,afca,Uganda,kawacom uganda ltd,1400-1900m,"sipi, mt elgon",Kawacom,Africa Fine Coffee Association,8.25,8,7.83,8.08,8,7.92,m,1400,1900,1650
Arabica,ibrahim hussien speciality coffee producer &export,Ethiopia,ibrahim hussien specality coffee product & exporter,1800-2000,oromia,Ibrahim Hussien Specialty Coffee Producer and Exporter,METAD Agricultural Development plc,7.83,8.08,7.92,8.08,8,7.92,m,1800,2000,1900
Arabica,essencecoffee,Kenya,essence coffee,1900m,kirinyaga,,Blossom Valley International,7.92,7.92,7.83,8.08,7.83,7.92,m,1900,1900,1900
Arabica,kyagalanyi ltd,Uganda,kyagalanyi coffee ltd,1600,bulambuli eastern region,Kyagalanyi coffee Ltd,Uganda Coffee Development Authority,8.33,7.92,7.67,7.92,7.67,7.92,m,1600,1600,1600
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.92,7.92,7.75,7.92,7.75,7.92,ft,NA,NA,NA
Arabica,Compañia Colombiana Agroindustrial S.A.,Colombia,ecom cca sa,1550,santander,,AlmacafÃ©,7.58,8.08,7.92,7.83,8,7.92,m,1550,1550,1550
Arabica,seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",SEID DAMTEW COFFEE PLANATION,METAD Agricultural Development plc,7.75,8,7.58,8,8,7.92,m,NA,NA,NA
Arabica,steven kil,Ethiopia,the specialty coffee appraisers institute of asia,1700,aricha,BNT,Specialty Coffee Association,8.42,8,7.42,8,7.92,7.92,m,1700,1700,1700
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,800 m,natou county,SU CHUEN SHIAN,Specialty Coffee Association,7.67,7.83,8,7.58,8,7.92,m,800,800,800
Arabica,artemio zapata tejeda,Mexico,,1200,coatepec,ARTEMIO ZAPATA TEJEDA,AMECAFE,7.75,8,7.75,7.83,7.5,7.92,m,1200,1200,1200
Arabica,the coffee source inc.,El Salvador,,1200 mts,santa ana,Several producers,Specialty Coffee Association,7.75,8,8,8.33,7.67,7.92,m,1200,1200,1200
Arabica,rodrigo soto,Costa Rica,panamerican coffee trading,1150,tarrazu,Johanna,Specialty Coffee Association of Costa Rica,8.08,7.75,7.67,7.83,7.5,7.92,m,1150,1150,1150
Arabica,ethiopia commodity exchange,Ethiopia,,1500-2000 m,sidamo,Sidama Coffee Farmers Coop. Union,Ethiopia Commodity Exchange,7.42,7.75,7.75,8,8,7.92,m,1500,2000,1750
Arabica,jungle estate,Kenya,keremara limited,1754,nyeri,JUNGLE ESTATE,Kenya Coffee Traders Association,7.92,7.75,7.83,7.75,7.58,7.92,m,1754,1754,1754
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,AlmacafÃ©,7.67,7.83,7.83,8,7.58,7.92,m,1750,1750,1750
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.92,7.92,7.5,7.83,7.5,7.92,ft,NA,NA,NA
Arabica,lydiah mwangi,Kenya,c dorman ltd,1800,nyeri,mutheka,Kenya Coffee Traders Association,7.33,7.58,7.83,7.75,7.75,7.92,m,1800,1800,1800
Arabica,benjamin schmerler,Ethiopia,,3600-6200 ft,limu,Oromia Coffee Farmers Cooperative Union,Specialty Coffee Association,7.75,7.75,7.92,7.75,7.5,7.92,ft,1097.28,1889.76,1493.52
Arabica,the coffee source inc.,Guatemala,,4400-4700 ft,nuevo oriente,Miguel Hernandez,Specialty Coffee Association,7.5,7.67,7.75,7.67,7.92,7.92,ft,1341.12,1432.56,1386.84
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,AlmacafÃ©,7.67,7.67,7.75,7.75,7.67,7.92,m,1600,1950,1775
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,"AGRICOLA MONTE VERDE, S.A.",Asociacion Nacional Del CafÃ©,7.92,7.75,7.67,7.67,7.83,7.92,ft,1310.64,1310.64,1310.64
Arabica,steven kil,Ethiopia,the specialty coffee appraisers institute of asia,1800m,"ethiopia, sidamo",,Specialty Coffee Association,7.92,7.92,7.83,8,7.92,7.92,m,1800,1800,1800
Arabica,Compañia Colombiana Agroindustrial S.A.,Colombia,ecom cca sa,1450,santander,,AlmacafÃ©,7.58,7.42,7.75,7.92,7.75,7.92,m,1450,1450,1450
Arabica,lusso lab,Ethiopia,lusso coffee lab,1550 m,sidamo,,Specialty Coffee Association,7.75,7.75,7.5,7.58,7.67,7.92,m,1550,1550,1550
Arabica,almacafe,Colombia,racafe & cia s.c.a,,la plata,,AlmacafÃ©,7.75,7.58,7.5,7.83,7.75,7.92,m,NA,NA,NA
Arabica,ipanema coffees,Brazil,ipanema coffees,1227,south of minas,Ipanema AgrÃ­cola SA,Specialty Coffee Association,7.5,7.83,7.33,7.58,7.58,7.92,m,1227,1227,1227
Arabica,ethiopia commodity exchange,Ethiopia,,1850 m,limu,Tega and Tula Special Coffee Farm,Ethiopia Commodity Exchange,7.75,8,7.67,8.08,7.83,7.92,m,1850,1850,1850
Arabica,exportadora de cafe condor s.a,Colombia,,1880 msnm,cauca,,AlmacafÃ©,7.83,7.75,7.33,7.25,7.42,7.92,m,1880,1880,1880
Arabica,racafe & cia s.c.a,Colombia,,1050 - 1850 msnm,cauca,,AlmacafÃ©,7.33,7.67,7.58,7.33,7.58,7.92,m,1050,1850,1450
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,Asociacion Nacional Del CafÃ©,7.67,7.67,7.33,7.5,7.33,7.92,ft,1310.64,1310.64,1310.64
Arabica,romulo bello flores,Mexico,cafe shunuc,1200,atoyac de alvarez,ROMULO BELLO FLORES,AMECAFE,8.08,8.17,8,8,7.83,7.92,m,1200,1200,1200
Arabica,ipanema coffees,Brazil,ipanema coffees,1,south of minas,Ipanema AgrÃ­cola SA,Brazil Specialty Coffee Association,7.25,7.25,7.58,7.58,7.25,7.92,m,1,1,1
Arabica,eileen koyanagi,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.5,7.75,7.58,7.83,7.92,7.92,ft,NA,NA,NA
Arabica,grounds for health admin,United States of America,,2000 ft,kona,"Robert, Sharon, Arianna Wood",Specialty Coffee Association,8.33,8.42,8.08,8.25,8.25,8,ft,609.6,609.6,609.6
Arabica,cqi q coffee sample representative,United States of America,coffee quality institute,meters above sea level: 2.080,antioquia,MarÃ­a Leticia Diosa,AlmacafÃ©,8,8.5,8.58,8.17,8.17,8,m,2080,2080,2080
Arabica,yunnan coffee exchange,China,yunnan coffee exchange,1450,yunnan,Echo Coffee,Yunnan Coffee Exchange,8.42,8.25,8.08,8.17,7.92,8,m,1450,1450,1450
Arabica,cqi q coffee sample representative,United States of America,coffee quality institute,meters above sea level: 2.019,antioquia,NicolÃ¡s Rueda Urrego,AlmacafÃ©,8,8.25,8.08,8.5,8.25,8,m,2019,2019,2019
Arabica,ji-ae ahn,Ethiopia,,,sidamo,,Specialty Coffee Institute of Asia,8.42,8.17,7.92,8.17,8.33,8,m,NA,NA,NA
Arabica,nucoffee,Brazil,nucoffee,1250m,south of minas,Ralph Junqueira,NUCOFFEE,8.5,8.5,8,8,8,8,m,1250,1250,1250
Arabica,bismarck castro,Honduras,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,Instituto HondureÃ±o del CafÃ©,8.17,8.08,8.08,8,8.08,8,m,1400,1400,1400
Arabica,specialty coffee-korea,United Republic of Tanzania,,,nan,,Specialty Coffee Institute of Asia,8.42,8.17,8.17,8,7.58,8,m,NA,NA,NA
Arabica,nucoffee,Brazil,nucoffee,1300,vale da grama,Homero Texeira de Macedo Junior,NUCOFFEE,8.5,8.17,8,7.75,8,8,m,1300,1300,1300
Arabica,francisco a mena,Costa Rica,exclusive coffees s.a.,1300,west and central valley,Exclusive Coffees S.A.,Specialty Coffee Association of Costa Rica,8.17,7.83,8,8.08,7.83,8,m,1300,1300,1300
Arabica,jacques pereira carneiro,Brazil,,1.2,sul de minas - carmo de minas,Maria Rogeria Costa Pereira,Specialty Coffee Association,8.17,7.92,7.92,7.75,8.33,8,m,12,12,12
Arabica,jacques pereira carneiro,Brazil,,1.2,sul de minas - carmo de minas,Maria Rogeria Costa Pereira,Specialty Coffee Association,8.42,7.92,8,7.75,7.92,8,m,12,12,12
Arabica,nucoffee,Brazil,nucoffee,1250m,south of minas,Ralph Junqueira,NUCOFFEE,8.33,8,8,8,7.75,8,m,1250,1250,1250
Arabica,ethiopia commodity exchange,Ethiopia,,1500-2000 m,sidamo,Sidama Coffee Farmers Coop. Union,Ethiopia Commodity Exchange,7.75,8.08,8,8.25,8,8,m,1500,2000,1750
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1800 msnm,huila,,AlmacafÃ©,8,8,8,8.17,7.83,8,m,1800,1800,1800
Arabica,gonzalo hernandez,Panama,ce specialty s.a.,1600,boquete,Plinio Ruiz,Specialty Coffee Association of Costa Rica,8,8,7.92,8.08,7.83,8,m,1600,1600,1600
Arabica,juan luis alvarado romero,Guatemala,sertrasa,5000,acatenango,SERTRASA,Asociacion Nacional Del CafÃ©,7.83,8,8,8.17,7.83,8,ft,1524,1524,1524
Arabica,seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,,addis ababa,seid damtew coffee export and plantation,METAD Agricultural Development plc,7.83,8,7.83,8.17,7.92,8,m,NA,NA,NA
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.83,8,7.92,7.75,8.08,8,ft,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,exportcafe,5600-5760 metros,huehuetenango,ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA),Asociacion Nacional Del CafÃ©,8,7.83,7.67,8.33,7.83,8,ft,1706.88,1755.648,1731.264
Arabica,nucoffee,Brazil,nucoffee,1250m,south of minas,JosÃ© Vagner Ribeiro Junqueira,NUCOFFEE,8,8,8,7.67,7.75,8,m,1250,1250,1250
Arabica,kona pacific farmers cooperative,United States of America,,,kona,Kona Pacific Farmers Cooperative,Specialty Coffee Association,8.08,8.17,7.92,8,8.08,8,ft,NA,NA,NA
Arabica,kona pacific farmers cooperative,United States of America,,,kona,,Specialty Coffee Association,7.75,7.92,7.75,7.75,8,8,ft,NA,NA,NA
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,AlmacafÃ©,7.92,7.83,7.75,7.83,7.75,8,m,1600,1950,1775
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,LA PLATA,AlmacafÃ©,7.75,7.92,7.83,7.75,7.75,8,m,1600,1950,1775
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.67,7.75,7.75,7.75,7.83,8,ft,NA,NA,NA
Arabica,rob tuttle,Costa Rica,thrive farmers,,nan,,Specialty Coffee Association,8.08,7.83,7.75,7.83,7.92,8,m,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,Asociacion Nacional Del CafÃ©,8,7.83,7.67,7.83,7.67,8,ft,1310.64,1310.64,1310.64
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,1600 a 1900 msnm,huila,La Plata,AlmacafÃ©,7.75,7.75,7.83,7.75,7.58,8,m,1600,1900,1750
Arabica,carcafe ltda ci,Colombia,carcafe ltda,2560,nariÃ±o,JOSE ALBEIRO GOMEZ,AlmacafÃ©,7.83,7.58,7.75,7.58,7.67,8,m,2560,2560,2560
Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,Specialty Coffee Ass,7.67,7.75,7.67,7.75,7.5,8,m,1850,1850,1850
Arabica,owen carver,Brazil,cafÃ© do paraÃ­so,894m - 1183m,"minas gerais, br",CafÃ© do ParaÃ­so,Specialty Coffee Association,7.58,7.83,7.75,7.67,7.67,8,m,894,1183,1038.5
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750,huila,,AlmacafÃ©,7.75,7.67,7.75,7.58,7.42,8,m,1750,1750,1750
Arabica,bismarck castro,Honduras,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,Instituto HondureÃ±o del CafÃ©,7.5,7.5,7.67,7.67,8,8,m,1400,1400,1400
Arabica,juan luis alvarado romero,Guatemala,exportcafe,4451 metros,huehuetenango,FRANCISCO LUIS MARTINEZ LOPEZ,Asociacion Nacional Del CafÃ©,8,7.5,7.33,8,8,8,ft,1356.6648,1356.6648,1356.6648
Arabica,kona pacific farmers cooperative,United States of America,,,nan,,Specialty Coffee Association,7.75,8,7.92,8.08,7.75,8,ft,NA,NA,NA
Arabica,eileen koyanagi,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.83,7.58,7.83,7.67,7.92,8,ft,NA,NA,NA
Arabica,felipe isaza,Guatemala,coffee resources inc.,4600 ft.,oriente,Conquista / Morito,Specialty Coffee Association,7.75,7.5,7.67,7.5,7.92,8,ft,1402.08,1402.08,1402.08
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.67,7.58,7.5,7.67,7.92,8,ft,NA,NA,NA
Arabica,doi tung development project,Thailand,,,nan,Doi Tung Development Project,Specialty Coffee Association,7.42,7.58,7.5,7.17,7.5,8,m,NA,NA,NA
Arabica,eileen koyanagi,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.58,7.83,7.75,7.75,7.42,8,ft,NA,NA,NA
Arabica,ipanema coffees,Brazil,ipanema coffees,1100,south of minas,Ipanema AgrÃ­cola SA,Specialty Coffee Association,7.75,8.08,7.67,8.08,8.08,8,m,1100,1100,1100
Arabica,racafe & cia s.c.a,Colombia,,de 1600 a 1950 msnm,huila,La Plata,AlmacafÃ©,7.42,7.58,6.92,7.08,7.25,8,m,1600,1950,1775
Arabica,jose luis munoz guerrero,Mexico,,1100,temaxcalapa,ZENOBIO MARTINEZ CANO,AMECAFE,7.42,7.25,7.17,7.42,7.17,8,m,1100,1100,1100
Arabica,ethiopia commodity exchange,Ethiopia,,,kelem welega,Exporter Name | Muluneh Kaka | Phone: 0114390290,Ethiopia Commodity Exchange,7.25,7.25,7.25,7.33,7.5,8,m,NA,NA,NA
Arabica,cqi q coffee sample representative,United States of America,coffee quality institute,meters above sea level: 1.943,antioquia,Jorge Walter Restrepo,AlmacafÃ©,8.08,8.67,8.33,8.42,8,8.08,m,1943,1943,1943
Arabica,nora zeas,Nicaragua,,,nan,,Specialty Coffee Association,7.92,8.25,8,8.33,8,8.08,m,NA,NA,NA
Arabica,hider abamecha,Ethiopia,haider abamecha coffee export,1750-1800,oromia,Haider Abamecha Abadiko,METAD Agricultural Development plc,8,8.08,7.92,8,8.08,8.08,m,1750,1800,1775
Arabica,cqi q coffee sample representative,United States of America,coffee quality institute,meters above sea level: 1.941,antioquia,Hugo SepÃºlveda Montoya,AlmacafÃ©,7.67,8.17,8,8,8.17,8.08,m,1941,1941,1941
Arabica,jungle estate,Kenya,keremara limited,1754,nyeri,JUNGLE ESTATE,Kenya Coffee Traders Association,8.08,8.08,8,8,7.83,8.08,m,1754,1754,1754
Arabica,assefa belay coffee producer,Ethiopia,assefa belay coffee producer,1800-2000,oromia,Assefa Belay Coffee Producer,METAD Agricultural Development plc,7.83,8,7.83,7.92,7.83,8.08,m,1800,2000,1900
Arabica,the coffee source inc.,Costa Rica,the coffee source inc.,1300,west valley,Cafe Altura de San Ramon,Specialty Coffee Association,7.92,8.08,8,7.92,8,8.08,m,1300,1300,1300
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1800,huila,,AlmacafÃ©,7.75,7.58,7.33,7.83,7.58,8.08,m,1800,1800,1800
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.33,7.92,7.92,7.92,7.92,8.08,ft,NA,NA,NA
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.83,7.75,7.83,7.83,7.42,8.08,ft,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,Asociacion Nacional Del CafÃ©,7.83,7.58,7.08,7.83,7.42,8.08,ft,1310.64,1310.64,1310.64
Arabica,racafe & cia s.c.a,Colombia,,de 1.600 a 1.950 msn,huila,"Grupo Monserrate, La Plata",AlmacafÃ©,7.33,7.33,7.33,7.58,7.25,8.08,m,1600,1950,1775
Arabica,grounds for health admin,Nicaragua,,,matagalpa,Juan AugustinPalacio,Specialty Coffee Association,7.58,7.83,7.75,7.92,7.92,8.08,m,NA,NA,NA
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,1600,guayata,,AlmacafÃ©,5.08,7.75,7.83,7.75,7.83,8.08,m,1600,1600,1600
Arabica,ipanema coffees,Brazil,ipanema coffees,1268,south of minas,Ipanema AgrÃ­cola SA,Specialty Coffee Association,8.25,7.83,7.25,8.33,8.17,8.08,m,1268,1268,1268
Arabica,CQI Taiwan ICP CQI,Taiwan,blossom valley????,688 m,nantou,Ding jin cai ???,Blossom Valley International,7.25,7.17,7.08,7.08,7.08,8.08,m,688,688,688
Arabica,mohammed lalo,Ethiopia,fahem coffee plantation,1855-1955,oromia,Fahem Coffee Plantation,METAD Agricultural Development plc,8.17,8.67,8.25,8.5,7.75,8.17,m,1855,1955,1905
Arabica,cqi q coffee sample representative,United States of America,coffee quality institute,meters above sea level: 1.872,antioquia,Alfredo De JesÃºs LÃ³pez PÃ©rez,AlmacafÃ©,8.25,8.42,8.17,8.33,8.08,8.17,m,1872,1872,1872
Arabica,roberto licona franco,Mexico,,1320,xalapa,ROBERTO LICONA FRANCO,AMECAFE,8.17,8.25,8.17,8,7.83,8.17,m,1320,1320,1320
Arabica,cqi q coffee sample representative,United States of America,coffee quality institute,meters above sea level: 2.112,antioquia,Silvia Elena Higuita,AlmacafÃ©,8.25,8.33,8.17,8.17,7.83,8.17,m,2112,2112,2112
Arabica,ethiopia commodity exchange,Ethiopia,,,sidamo,Green Gold Ethiopia | Phone: 0114342032,Ethiopia Commodity Exchange,7.83,8.25,8.08,8.17,8.17,8.17,m,NA,NA,NA
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,1200,"leye, alishan township, chiayi county","FANG,ZHENG-LUN",Specialty Coffee Association,8,8,8,8.25,8,8.17,m,1200,1200,1200
Arabica,ethiopia commodity exchange,Ethiopia,,,yirgacheffe,Contact name | ATO Teshome Belamo,Ethiopia Commodity Exchange,7.92,7.75,8.08,8.08,8.08,8.17,m,NA,NA,NA
Arabica,lusso lab,Colombia,lusso coffee lab,900-1500m,tolima,,Specialty Coffee Association,7.75,7.92,7.83,8.08,8.08,8.17,m,900,1500,1200
Arabica,lusso lab,El Salvador,lusso coffee lab,1300~1400 m.s.l,"ataco, apaneca - ilamatepec mountain range",Oscar Roberto Murgas Linares,Specialty Coffee Association,7.83,8,8,7.75,7.92,8.17,m,1300,1400,1350
Arabica,eileen koyanagi,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.58,7.83,7.83,7.92,7.83,8.17,ft,NA,NA,NA
Arabica,atlantic specialty coffee,El Salvador,atlantic specialty coffee,1500 meters,apaneca,Aida Batlle,Specialty Coffee Association,8.42,8.08,7.5,7.17,7.58,8.17,m,1500,1500,1500
Arabica,doi tung development project,Thailand,mae fah luang foundation,,thailand,Doi Tung Development Project,Specialty Coffee Association,7.92,8.17,8.17,8.42,8.08,8.17,m,NA,NA,NA
